text,label
eu literalmente acabei de acordar kkkkkkkkkkkkkk,product quality
eu j dormi um dia inteiro,product quality
acabei de acordar da minha sonequinha,product quality
bom dia pra quem vai pra escola,product quality
mano teve um dia que eu dormi da ate hr da manh,product quality
meu maior medo celine parar de graa,product quality
mainha,product quality
celine rindo mto divonica,product quality
papai nao nao,product quality
gente tem como falar que zeca modinha como nao amar essa fofurette,product quality
desenho podium ser assim cada episdio celine faz um plano pique cebolinha pra ir pra bahia soq final l sempre pega ela flagra espalhem somente uma ideia,product quality
eu vo pa bahia pa bahia,product quality
ruim desse vdeo que acaba,product quality
atrasada horas mais vim kaak,product quality
vou enviar vrios vdeos da zeca pro meu namorado pra ele se apaixonar por ela e deixar eu pr nome da nossa filha caso seja menina de celine,product quality
bogum lisa setting standard high,product quality
ship lisa v really bogum lisa moment,product quality
lisa bogum bringing kdrama standard real life,product quality
first time see lady taking care caring bogum thanks lisa nice,product quality
way lisa stop also taehyung stop look lisa bogum,product quality
part bogum lend coat lisa,product quality
v third wheel,product quality
lisa bestgirl,product quality
normalize interaction magical see together,product quality
got smiling kicking foot air,product quality
tiktok viral,product quality
name song,product quality
goal,product quality
aspiro eso en la vida,product quality
los q lo conocimos cuando estaba en su prime drakukeo superstar que se manifiesten porfavor,product quality
que locura de concierto,product quality
fue una pasada,product quality
como puede ser tan guapa,product quality
esa chica del vestido rojo e celine,product quality
arrepiento de haber ido,product quality
author start live broadcast,product quality
outro desenho da celine tem um em especificamente que ela tava falando que era realmente inapropriado,product quality
gente esta ficando super preocupante essa obsesso pela celine,product quality
pessoas esto ficando obssecadas pela celine,product quality
vocs vo fzr letcia para de mostrar celine igual rora fez,product quality
sabia que ia dar nisso,product quality
aaaaaaaa pq ngm entende oq leticia ta falandoooooo,product quality
fui pesquisar o desenhos da celine kkkk,product quality
explicao o f da celinezeca pagadona queriam fazer um desenho dela ma leticia explicou que era pra esperar um pouco porque um assunto srio por conta da imagem da celine e etc,product quality
gente isso uma obsesso por essa criana md,product quality
lisa still ambassador mac,product quality
like bvlgari,product quality
fr chivas regal one,product quality
prada,product quality
add adidas,product quality
im wearing celene brand rn,product quality
victoria secret soon,product quality
bp member many brand,product quality
main model celine quite popular guess,product quality
u forgot adlv dude,product quality
know go bathroom announce,product quality
love goofball fun,product quality
celine literally girl,product quality
shes best sense humour miss,product quality
heart almost dropped seeing sad stage grammys,product quality
