Text,labels,Tokens_used
"isnt famous brazil refer tom brady giseles husband,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",556
"burberry gets compliments ever men literally stop tracks tell smell good,","Brand_labels: [""product quality"", ""reputation & heritage""]
Emotion_labels: [""love""]",563
"crime burberry goddess isnt,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""horrible""]",552
"valentino born roma intense last night went club girl stopped mid dance floor compliment,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",562
"live libre intense smells good lasts long,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",551
"war lidl background,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",548
"dont forget massive lines ppl waiting,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",551
"fashion_games,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",550
"shes pretty,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",549
"christøpp mother mothering,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",550
"bru want someone dedicate,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",548
"hits fr,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great"", ""amazing"", ""impressed"", ""thrilled"", ""excited""]",587
"confused seeing reese approach reese pose reese,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""confused""]",558
"jennifer gardner reese witherspoon daughters look exactly like,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",557
"ava phillipe looks like dad ryan phillippe reese witherspoon,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",562
"definitely mothers mannerisms smile,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",552
"glitching know watched reese walk towards reese,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""confused""]",558
"cute initial instinct pose arm around mom,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",552
"said would upgrade design already perfect,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",550
"face looks different every time see,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",550
"everyone hairstyle,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",546
"really prettiest human earth bruh,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",552
"really beautiful,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",546
"beautiful woman world,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",549
"whos girl white tank,","Brand_labels: [""product quality""]
Emotion_labels: []",547
"cappuccino first crush,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love""]",572
"first love one korean crush forever,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",553
"woulda jumped himmy love,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",552
"song himgot goosebumps cutteee new actor came forever favourite,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",560
"omg hes cute,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",550
"classic among crashes,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""horrible""]",550
"vid reminded lee min ho still top tier oppa,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",556
"gather first kdrama actor oppa lee mhi hoo,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",558
"u one acted king land cant figure face cause love movie,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",557
"boys flower theme song,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",550
"song wants rematch boys flowers,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",552
"id sell family meet person,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",550
"whatever event soon get car always comes fans love man alot,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",555
"guy acted city hunter,","Brand_labels: [""customer service""]
Emotion_labels: [""neutral""]",549
"honor x8,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great"", ""amazing"", ""impressed"", ""thrilled"", ""excited"", ""horrible"", ""bad"", ""disappointed"", ""terrible"", ""worse"", ""hate""]",612
"kinda wish dua lipa worn hat gown,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",554
"anoks skin smooth oh god,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",550
"anok took breath awayyyyyy,","Brand_labels: [""product quality""]
Emotion_labels: [""amazed""]",552
"anok best dressed ate everyone nobody change mind,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",555
"anok dress reminds jelly fish really gorgeous jelly fish love look much,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",557
"want anoks skin routine right,","Brand_labels: [""product quality""]
Emotion_labels: []",548
"first isnt balenciaga,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",549
"gidle slowly becoming international love,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",552
"rm cool,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",548
"lydia847284 dude cool chose main ppl show brand ok hanni soyeon cool cant,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""cool""]",565
"luxury brands cider lmao,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",551
"people school wears dior diordorant,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",553
"look guy back reaction priceless,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",549
"true story,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great"", ""amazing"", ""impressed"", ""thrilled"", ""excited"", ""horrible"", ""bad"", ""disappointed"", ""terrible"", ""worse"", ""hate""]",610
"bbk55 first one,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love""]",571
"pretty much,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",546
"lilyhere_20,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great"", ""amazing"", ""impressed"", ""thrilled"", ""excited"", ""horrible"", ""bad"", ""disappointed"", ""terrible"", ""worse"", ""hate""]",613
"looked breathtakingly beautiful whole lookmy goodness ms kyo slaying another fashion event,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",563
"im dying love quite beautiful talented actress,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",553
"omg love tattoos video something show u want,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",555
"happened follow please ask scuffed etc tags,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",555
"2000 bucks boots glued together stichted,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",554
"someones paying 2000 pair shoes store wouldnt want lose customer,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",559
"im screaming study commercial law sounds like exact problem question would give us,","Brand_labels: [""customer service""]
Emotion_labels: [""horrible""]",558
"thought common knowledge cettire dodgy like doubt stuff even real designer,","Brand_labels: [""product quality"", ""reputation & heritage""]
Emotion_labels: [""doubt""]",566
"girl first shoe breaking think hint shoes shein quality name brand markup,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",558
"id probably try contact valentino directly tell issue considering name tarnished might inspect items,","Brand_labels: [""customer service"", ""reputation & heritage""]
Emotion_labels: [""disappointed""]",568
"would go straight valentino point cettire obviously needs work mostly production issue imo shoe cost 2000,","Brand_labels: [""product quality"", ""customer service""]
Emotion_labels: [""disappointed""]",572
"thats real luxury experience,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",551
"imagine live action hazbin hotel ice,","Brand_labels: [""product quality""]
Emotion_labels: [""excited""]",553
"hazbin hotel video without fair sera person thank goodness,","Brand_labels: [""customer service""]
Emotion_labels: [""relief""]",556
"hazbin ice whennnnn,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",554
"satisfying swing ive seen,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",550
"swing perfect,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",546
"first ones go way swing,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",549
"thats haut couture,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",549
"love videos informative satisfying love soothing feels gracias,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",552
"ashanty ortiz789,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love""]",572
"clearly way shes walking,","Brand_labels: [""product quality""]
Emotion_labels: []",548
"falls many shows,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""disappointed""]",550
"yall criticizing way walked shoes didnt fall heels fall heels like hurts center balance gets thr,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",562
"dont think shoes,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",548
"eh think publicity stunt,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",548
"ive model supermodel obviously make us wear shoes small us sometimes,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",557
"falls every show,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""disappointed""]",550
"looked like ankles hurting couldnt walk right first walks normal later,","Brand_labels: [""product quality""]
Emotion_labels: [""bad""]",557
"shoes didnt fit,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",549
"guys realize couldve shoes made even size reason walking weird like shoes,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",559
"valentino isnt invited hazbin hotel themed birthday party,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""disappointed""]",558
"bet liver soul left eyeball valentino gon na get absolutely butchered next extermination,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""horrible""]",565
"wheres bug spray,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",549
"okay actually seems interested sitting quietly respect,","Brand_labels: [""customer service""]
Emotion_labels: [""respect""]",551
"shes respectful omg,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",551
"stormy seems peaceful,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",550
"act fine deep wish stormi,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""disappointed""]",553
"love everybody recording taking,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",550
"kid would loved bc especially big colorful sparkly gowns,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",555
